station_id,country,name,lat,lng,units,lw,mw,hw,rivers
rz.926,GB,"Garry (Ness) @ Craigard",57.065601,-4.8221,cm,40,80,140,"Garry / Great Glen"
rz.927,GB,"Oykel @ Easter Turnaig",57.9618,-4.7009,cm,70,100,140,"Corriemulzie /  | Einig /  | Oykel / "
rz.928,GB,"Feshie @ Feshie Bridge",57.1189,-3.9011,cm,65,100,170,"Feshie / "
rz.929,GB,"Meig @ Glenmeanie",57.5326,-4.8638,cm,55,70,130,"Upper Meig / "
rz.930,GB,"Thurso @ Halkirk",58.515499,-3.493,cm,40,80,200,"Thurso / "
rz.931,GB,"Muick @ Invermuick",57.039501,-3.0493,cm,40,70,120,"Muick / "
rz.932,GB,"Helmsdale @ Kilphedir",58.141399,-3.7028,cm,90,120,200,"Helmsdale / "
rz.933,GB,"Inver @ Little Assynt",58.1744,-5.1523,cm,50,75,100,"Inver / "
rz.934,GB,"Ness @ Ness-side",57.454498,-4.2598,cm,0,130,200,"Ness / "
rz.935,GB,"Carron (Wester Ross) @ New Kelso",57.429501,-5.43,cm,120,135,150,"Carron / Wester Ross"
rz.936,GB,"Don @ Parkhill",57.2183,-2.1876,cm,0,100,200,"Don / Lower"
rz.937,GB,"Dee (Grampian) @ Polhollick",57.055099,-3.0832,cm,45,70,100,"Dee / Grampian Upper"
rz.938,GB,"Carron (Sutherland) @ Sgodachail",57.893299,-4.547,cm,80,100,180,"Carron / Easter Ross | Carron / Easter Ross Top"
rz.939,GB,"Findhorn @ Shenachie",57.377399,-3.955,cm,0,30,50,"Findhorn / Gorge | Findhorn / Middle | Findhorn / Top | Findhorn / Upper"
rz.940,GB,"Snizort @ Skeabost",57.454399,-6.3112,cm,30,90,110,"Snizort / "
rz.941,GB,"Loch A Bhraoin @ Loch A Bhraoin",57.728298,-5.0983,cm,110,130,180,"Cuileig / Upper"
rz.942,GB,"North Esk (Tayside) @ Inveriscandye",56.7999,-2.6266,cm,14,30,70,"North Esk / Lower"
rz.943,GB,"Cree @ Wheeb Bridge",55.09,-4.6618,cm,60,100,130,"Cree / "
rz.944,GB,"Tweed @ Boleside",55.5914,-2.7977,cm,0,70,150,"Tweed / Makerstoun"
rz.945,GB,"Tay @ Kenmore",56.596401,-3.9851,cm,30,70,150,"Tay / Kenmore"
rz.946,GB,"Braan @ Hermitage",56.561001,-3.6072,cm,50,70,115,"Braan / Gorge | Braan / Upper"
rz.1712,GR,"Alfeios @ Erymanthos_1",37.6297,21.7934,cm,None,None,None,"Erymanthos / Lower (Bidiaki - Brdige Elea)"
rz.1713,GR,"Aoos @ Pal",40.0233,20.889099,m³/s,None,None,None,"Aoos / Upper (Vovousa - Palioseli) | Aoos / Middle (Palioseli - Konitsa)"
rz.1715,GR,"Arachthos @ Gef_Tzari",39.368999,21.0555,cm,None,None,None,"Arachtos / Lower (Plaka - Bridge Tzaris/Skoupa)"
rz.1717,GR,"Voidomatis @ Kleidonia",39.973099,20.6588,cm,None,None,None,"Voidomatis / Upper (Vikos - Aristi metal bridge) | Voidomatis / Lower (Aristi metal bridge - Military Klidona)"
rz.1718,GR,"Lousios @ Atsixolou",37.511398,22.038401,m³/s,None,None,None,"Lousios / Upper (Ancient Gotris - Bridge Atsicholos/Karytaina/) | Lousios / Lower (Bridge Atsicholos - Bridge Koukos)"
rz.1719,GR,"Acheloos @ Mesochora_2",39.3843,21.2728,cm,None,None,None,"Kamneitikos (Lakmos/Acheloos) / Steel bridge above the dam south of Pira - Lefeika | Acheloos / Lower (Below the dam - 2nd bridge after power station)"
rz.1720,GR,"Arachthos river @ Gef_Politsas",39.511902,21.006701,cm,None,None,None,"Arachtos / Upper 2 (Bridge between Driskos & Krapsi - Ambelochori Bridge/Politsa) | Arachtos / Middle (Ambelochori Bridge/Politsa - Plaka) | Kallaritikos / Upper (Bridge of Christ - Bridge Gkogkou) | Kallaritikos / Lower (Bridge Gkogkou - Ambelochori Bridge/Politsa)"
rz.100,IT,"Brembo di Mezzoldo @ Piazza Brembana",45.946701,9.6672,cm,50,None,None,"Brembo di Mezzoldo /  | Fondra /  | Valmora / Averara - Olmo al Brembo | Stabina / Valtorta - Sbarramente di Cassiglio | Stabina / Sbarramento di Cassiglio - Olmo"
rz.101,IT,"Chiese @ Gavardo",45.5924,10.4411,cm,90,None,None,"Chiese / Vestone - Sabbio Chiese | Chiese / Campo Slalom Vobarno"
rz.102,IT,"Mella @ Bovegno",45.781399,10.2632,cm,-75,-55,None,"Mella / "
rz.105,IT,"Oglio @ Capriolo",45.6478,9.9161,cm,-160,None,None,"Oglio / Calepio - Cividino"
rz.106,IT,"Serio @ Grabiasca Gandellino",46.007702,9.9478,cm,None,None,None,"Serio / Gandellino - Ardesio"
rz.107,IT,"Serio @ Ponte Cene",45.784599,9.8219,cm,None,None,None,"Serio / Ponte Nossa - Gazzaniga"
rz.108,IT,"Biscubio @ Apecchio",43.561901,12.4303,cm,85,None,None,"Candigliano / Piobbico - SS257 km 41.7"
rz.109,IT,"Bosso @ Cagli Civita",43.5467,12.6436,cm,25,None,None,"Bosso / Pianello - Cagli"
rz.11,IT,"Grand'Eyvia @ Cogne - Crétaz",45.614799,7.3406,m³/s,5,9,18,"Grand'Eyvia / Cretaz - Centralina | Grand'Eyvia / Cascata - Ponte"
rz.1102,IT,"Dora di La Thuile @ Pré-Saint-Didier - Capoluogo",45.762901,6.9908,cm,None,None,None,"Rutor / Promise - La Thuile"
rz.1107,IT,"Fella @ Dogna",46.442501,13.3126,cm,-120,-55,None,"Fella / Pontebba - Dogna | Fella / Dogna - Ponte Peraria"
rz.1109,IT,"Scrivia @ Montoggio",44.515598,9.0477,cm,100,120,None,"Scrivia / Ronco - Prarolo"
rz.111,IT,"Candigliano @ Acqualagna",43.628101,12.6844,cm,30,50,None,"Candigliano / SS257 km 41.7 - Abbadia di Naro"
rz.1111,IT,"Sturla @ Vignolo",44.3815,9.3739,cm,150,None,None,"Cicana / Mezzavalle - Confluenza Sturla | Sturla / Ponte per Tigliolo - Borzonasca | Sturla / Borzonasca - Prati"
rz.1112,IT,"Graveglia @ Caminata",44.340099,9.41,cm,65,75,None,"Graveglia / Orrido di Pian di Fieno - Frisolino | Reppia / "
rz.1114,IT,"Chiarsò @ Ponte Lovea",46.473202,13.0748,cm,None,None,None,"Chiarsò / Paularo-Ponte per Lovea"
rz.113,IT,"Esino @ Gola della Rossa",43.430801,13.0111,cm,None,None,None,"Esino / Genga Stazione - Gole della Rossa"
rz.115,IT,"Metauro @ S. Angelo in Vado Via Canale",43.6656,12.4117,cm,None,None,None,"Auro / Parchiule - Borgo Pace | Meta / Sompiano - Borgo Pace"
rz.1156,IT,"Entella @ S.Martino",44.359501,9.3439,cm,None,None,None,"Isolona / Pianmegorino - Isolona | Lavagna / Alto (Ferriere - Pezzonasca) | Lavagna / Medio (Pezzonasca - Cicagna) | Malvaro / "
rz.116,IT,"Sentino @ San Vittore",43.4025,12.9714,cm,100,125,None,"Sentino / Pianello - Genga Stazione"
rz.117,IT,"Tronto @ Ponte d'Arli",42.7981,13.4611,cm,None,None,None,"Tronto / Favalanciata - Quintodecimo | Tronto / Quintodecimo - Acquasanta Terme"
rz.118,IT,"Agogna @ Momo",45.571098,8.5477,cm,None,None,None,"Agogna / Gignese - Bolzano Novarese"
rz.119,IT,"Anza @ San Carlo",45.985901,8.1321,cm,None,None,None,"Anza / Ceppo Morelli - Calasca"
rz.120,IT,"Cervo @ Passobreve",45.630501,8.0381,cm,None,None,None,"Cervo / Rosazza - Albergo Asmara | Cervo / Gole (Quittengo - Miagliano) | Oropa / Pralungo - Confluenza Cervo"
rz.121,IT,"Chisone @ San Martino",44.885399,7.283,cm,-20,None,None,"Chisone / Porte - Porte | Chisone / Chilometro didattico (Porte - San Martino)"
rz.124,IT,"Dora Baltea @ Tavagnasco",45.5481,7.8268,cm,None,None,None,"Dora Baltea / Campo Slalom Ivrea"
rz.1242,IT,"Buthier @ Roisan - Moulin",45.786499,7.3061,cm,40,55,None,"Buthier / Classico"
rz.125,IT,"Ellero @ Rastello",44.264702,7.7311,cm,60,None,None,"Ellero / Ellero Rastello - Borgata Norea"
rz.126,IT,"Erro @ Cartosio",44.573399,8.4211,cm,0,None,None,"Erro / Area picnic - Cartosio"
rz.1261,IT,"Fella @ Moggio Udinese",46.3997,13.1862,cm,67,None,None,"Fella / Ponte Peraria - Moggio Udinese"
rz.127,IT,"Germanasca @ Perrero",44.946602,7.1627,cm,0,10,None,"Germanasca / Campolasalza - Plancia | Germanasca / Plancia - Perrero | Germanasca / Perrero - Pomaretto | Germanasca di Prali / Pomeifré - Perrero"
rz.1278,IT,"Isarco/Eisack @ Vipiteno/Sterzing",46.893002,11.4428,m³/s,None,None,None,"Isarco/Eisack / Colle Isarco/Gossensass - Campo Trens/Freienfeld"
rz.128,IT,"Gesso di Valletta @ Andonno",44.290901,7.4342,cm,95,105,115,"Gesso di Valletta / Terme Di Valdieri - Ponte Marcantour | Gesso di Valletta / S.Anna - Lago artificiale"
rz.1297,IT,"Lima @ Casabasciana",44.025299,10.6411,cm,45,85,None,"Lima / Bassa (Ponte militare di Cevoli - Ponte delle Catene)"
rz.130,IT,"Malone @ Front",45.283401,7.6657,cm,90,None,None,"Malone / Ponte dell'Avvocato - Rocca Canavese"
rz.131,IT,"Mastallone @ Varallo",45.830502,8.2557,cm,None,None,None,"Mastallone / Fobello - Grassura | Mastallone / Grassura - Bocciolaro | Mastallone / Bocciolaro - Varallo"
rz.132,IT,"Orco @ Spineto",45.386799,7.6741,cm,None,None,None,"Orco / Strada Navioni - Casetti"
rz.133,IT,"Ovesca @ Villadossola",46.067699,8.2574,cm,None,None,None,"Ovesca / Centrale Prabernardo - Sbarramento"
rz.134,IT,"Pellice @ Luserna S.Giovanni",44.8111,7.2439,cm,30,None,None,"Pellice / Bobbio - Torre | Pellice / Torre - Bibiana"
rz.1357,IT,"Tanagro @ Auletta",40.551701,15.4281,cm,8,None,None,"Tanagro / Pertosa - Auletta"
rz.136,IT,"Pesio @ San Bartolomeo",44.271,7.663,cm,105,120,None,"Pesio / Sentiero nel Parco - Certosa Pesio | Pesio / Certosa Pesio - Vigna"
rz.137,IT,"San Bernardino @ Santino",45.9566,8.5254,cm,190,250,None,"San Bernardino / Ponte Casletto - Centrale di Rovegro | San Bernardino / Sbarramento sopra Rovegro - Centralina Cossogno"
rz.138,IT,"Sesia @ Borgosesia",45.736698,8.2605,cm,None,None,None,"Sesia / Varallo - Doccio"
rz.139,IT,"Sesia @ Campertogno",45.798599,8.0318,cm,50,75,100,"Sesia / Alagna - Balma | Sesia / Balma - Buzzo | Sesia / Alpin Sprint (Otra - Mollia) | Sesia / Mollia - Mollia | Sesia / Mollia - Piode | Sesia / Scopello - Scopetta | Sesia / Gole (Scopetta - Balmuccia) | Sesia / Balmuccia - Varallo | Sorba / Rassa - Ponte romano | Sorba / Ponte Romano - Confluenza Sesia | Gronda / 1.5km sopra Rassa - Rassa | Sermenza / Sermenzino (San Giuseppe - Rimasco Lago) | Sermenza / Fervento - Boccioleto | Sermenza / Boccioleto - Cerva | Sermenza / Gola di Balmuccia (Cerva - Balmuccia) | Egua / Ferrate - Molino | Egua / Molino - Lago | Artogna / Madonna delle Nevi - 1Km a monte Cascata del Tinaccio | Sesia / Buzzo - Otra | Sesia / Piode - Scopello"
rz.14,IT,"Adige/Etsch @ Ponte Adige/Sigmundskron",46.4832,11.3038,m³/s,None,None,None,"Adige/Etsch / Campo Slalom Merano / Slalom Meran"
rz.140,IT,"Sessera @ Pray",45.674,8.2216,cm,None,None,None,"Sessera / Diga delle Mischie - Ponte Romano | Sessera / Centrale di Piancone - Coggiola | Sessera / Coggiola - Bornate | Sessera / Ponte Romano - Centrale di Piancone"
rz.141,IT,"Soana @ Pont Canavese",45.4216,7.6016,cm,None,None,None,"Chiusella / Fondo ponte romano - Primo ponte stradale | Chiusella / Ponte stradale - Inverso | Chiusella / Rueglio - Vistrorio | Soana / Alpetta - Villanuova | Soana / Villanuova - 300 Scalini | Soana / 300 Scalini - Stroba | Soana / Stroba - Pont Canavese | Savenca / "
rz.142,IT,"Strona @ Gravellona",45.926899,8.4342,cm,39,55,100,"Strona / Middle (Piana di Fornero - Diga di Vallestrona) | Strona / Lower (Diga di Vallestrona - Omegna)"
rz.1423,IT,"Biois @ Vallada",46.3601,11.9558,cm,None,None,None,"Biois / Falcade - Cencenighe"
rz.1425,IT,"Cordevole @ Agordo",46.286999,12.021,cm,60,80,95,"Cordevole / Agordo - La Muda | Cordevole / Cencenighe - Taibon"
rz.1427,IT,"Padola @ Santo Stefano",46.559299,12.5477,cm,None,None,None,"Padola / Ponte per Danta di Cadore - Confluenza Piave"
rz.1431,IT,"Vara @ Brugnato",44.2313,9.7155,cm,50,65,200,"Vara / Cà di Vara - Brugnato"
rz.1438,IT,"Dora Baltea @ Pré-Saint-Didier - Gare",45.7635,6.99,cm,130,170,230,"Dora Baltea / Champex - Pré-Saint-Didier | Dora Baltea / Pré-Saint-Didier - Morgex | Dora Baltea / Morgex - Le Champs | Dora Baltea / Courmayeur - Ponte di legno | Dora Baltea / Ponte di legno - Champex"
rz.144,IT,"Stura di Demonte @ Vinadio",44.302502,7.1148,cm,None,None,None,"Stura di Demonte / Pietraporzio - Pianche"
rz.1443,IT,"Ticino @ Vigevano",45.3414,8.8797,cm,None,None,None,"Ticino / Spot Onda di Vigevano"
rz.145,IT,"Stura di Lanzo @ Lanzo Torinese",45.268299,7.4828,cm,10,30,None,"Stura di Lanzo / Dei Tufi (Villanova Canavese - Robassomero)"
rz.1459,IT,"Bévéra @ Sospel [Pont D 2204]",43.877701,7.4512,m³/s,5,None,None,"Bevera / Olivetta - Torri"
rz.146,IT,"Stura di Lanzo @ Mezzenile",45.298,7.3995,cm,35,55,None,"Stura di Lanzo / Ceres - Traves"
rz.147,IT,"Stura di Val Grande @ Cantoira",45.339401,7.3828,cm,-15,None,None,"Stura di Valgrande / Pialpetta - Chialamberto | Stura di Valgrande / Cantoira - Confluenza"
rz.148,IT,"Stura di Viù @ Germagnano Borgo",45.244499,7.4335,cm,80,100,None,"Stura di Viù / Mondrezza - Borgo | Stura di Viù / Borgo - Traves"
rz.149,IT,"Tanaro @ Garessio",44.202,8.0151,cm,60,None,None,"Tanaro / Nucetto - Ceva"
rz.15,IT,"Aurino/Ahr @ Cadipietra/Steinhaus",46.994598,11.9803,m³/s,6,12,None,"Aurino/Ahr / Schloss (Speikboden - Campo Tures) | Aurino/Ahr / Gisse - Speikboden | Aurino/Ahr / Bergwerkstrecke | Aurino/Ahr / Feldmüller"
rz.150,IT,"Tanaro @ Ponte Di Nava",44.117699,7.8676,cm,112,None,None,"Negrone / Sorgenti - Viozene | Negrone / Viozene - Confluenza Tanarello | Tanaro / Confluenza Negrone - Ponte Nava"
rz.152,IT,"Toce @ Pontemaglio",46.180801,8.3239,cm,30,60,100,"Toce / Crodo - Pontemaglio | Toce / Rivasco - Piedilago | Toce / Verampio - Crodo | Toce / Pontemaglio - Crevoladossola"
rz.153,IT,"Varaita @ Rossana",44.554298,7.4415,cm,None,None,None,"Varaita / Brossasco - Ponte per Rossana"
rz.1554,IT,"Dora Riparia @ Borgone Susa",45.112202,7.2684,cm,2,25,None,"Dora Riparia / Slalom Pianezza - Alpignano"
rz.1572,IT,"Tronto @ Poggio Casoli",42.689999,13.27,cm,None,None,None,"Tronto / Pescara del Tronto - Trisungo"
rz.1579,IT,"Basento @ Campomaggiore",40.544998,16.0756,cm,None,None,None,"Basento / Albano - Campomaggiore | Basento / Campomaggiore - Tricarico"
rz.1580,IT,"Basento @ S.Demetrio",40.647202,15.9308,cm,None,None,None,"Basento / Brindisi di Montagna - Albano"
rz.16,IT,"Aurino/Ahr @ S.Giorgio/St.Georgen",46.817001,11.9347,cm,120,None,None,"Aurino/Ahr / Spot Luttach"
rz.1607,IT,"Dora Baltea @ Villeneuve - Arbonne",45.702202,7.1984,m³/s,20,None,None,"Dora Baltea / Leverogne - Chavonne | Dora Baltea / Inferno Canyon (Runaz - Leverogne)"
rz.1608,IT,"Isarco/Eisack @ Bolzano Sud/Bozen Süd",46.458801,11.3028,m³/s,None,None,None,"Isarco/Eisack / Cardano/Kardaun - Bolzano Sud"
rz.1610,IT,"Isarco/Eisack @ Bolzano [stimato]",46.493,11.4002,m³/s,20,None,None,"Isarco/Eisack / Colma/Kollmann - Campodazzo/Atzwang | Isarco/Eisack / Campodazzo/Atzwang - Cardano/Kardaun"
rz.1612,IT,"Caorame @ Pont (Feltre)",46.037701,11.9687,cm,60,None,None,"Caorame / Salgarda - Busche"
rz.1613,IT,"Cordevole @ Saviner",46.4426,11.9869,cm,None,None,None,"Cordevole / Alto (Pian di Salisei - Sopracordevole)"
rz.1614,IT,"Adige/Etsch @ Tel/Töll",46.672001,11.0796,m³/s,None,None,None,"Adige/Etsch / Moby Dick"
rz.1621,IT,"Maira @ Dronero",44.464001,7.3334,cm,110,None,None,"Maira / Ponte Marmora - Ponte per Celle Macra | Maira / Ponte per Celle Macra - Lago"
rz.1632,IT,"Parma @ Ponte degli Alpini",44.481899,10.0731,cm,80,85,None,"Parma / Bosco - Corniglio"
rz.1633,IT,"Degano @ Comeglians (new)",46.516998,12.8649,cm,None,None,None,"Degano / Temerat - Comeglians"
rz.1642,IT,"Rabbi @ S. Zeno",44.021099,11.8803,cm,None,None,None,"Rabbi / Bivio per Fiumicello - Premilcuore"
rz.17,IT,"Gadera/Gader @ Mantana/Montal",46.7761,11.8797,m³/s,10,15,20,"Gadera/Gader / Gola Bassa / Untere Schlucht | Gadera/Gader / Alto (Longega/Zwischenwasser - Montana/Montal) | Gadera/Gader / Basso (Montana/Montal - Floronzo/Pflaurenz)"
rz.1711,IT,"Mis @ Gena (Sospirolo)",46.188099,12.0409,m³/s,None,None,None,"Mis / Medio / Canyon"
rz.172,IT,"Ambra @ Bucine",43.483501,11.6187,cm,120,None,None,"Ambra / Pogi - Molino di Mezzo"
rz.173,IT,"Arno @ Incisa valle",43.689899,11.4562,cm,150,220,None,"Arno / Sant'Ellero - Pontassieve"
rz.174,IT,"Arno @ Stia",43.800499,11.7057,cm,100,None,None,"Scheggia / Metanodotto - Pagliericcio | Solano / Confluenza Scheggia - Strada in Casentino | Arno / Altissimo (Molino di Bucchio - Stia)"
rz.175,IT,"Arno @ Subbiano",43.571701,11.8679,cm,115,145,None,"Arno / Alto Casentino (Ponte a Poppi - Rassina) | Arno / Basso Casentino (Rassina - Subbiano) | Arno / Arno a Giovi (La Lama - Castelluccio) | Solano / Cetica - Confluenza Scheggia"
rz.176,IT,"Aulella @ Soliera",44.2024,10.0624,cm,160,180,None,"Taverone / Bivio di Comano - Licciana Nardi"
rz.177,IT,"Bagnone @ Bagnone",44.317501,9.9834,cm,115,None,None,"Bagnone / Alto (Iera - Ponte su SP 22B) | Bagnone / Medio (Ponte su SP 22B - Bagnone)"
rz.179,IT,"Carza @ S.Piero a Sieve-Carza",43.959099,11.3223,cm,None,None,None,"Carza / Carza (impercorribile)"
rz.18,IT,"Isarco/Eisack @ Campo di Trens/Freienfeld",46.870701,11.4779,m³/s,10,25,50,"Isarco/Eisack / Fortezza/Franzensfeste - Lago/Stausee | Isarco/Eisack / Mezzaselva/Mittewald - Fortezza/Franzensfeste | Isarco/Eisack / Campo Trens/Freienfeld - Mezzaselva/Mittewald | Isarco/Eisack / Gola di Aica / Aicha Schlucht"
rz.180,IT,"Ciufenna @ Terranuova",43.556099,11.5981,cm,95,100,None,"Ciuffenna / Loro Ciuffenna - Podere Zolfino | San Clemente / San Clemente - Loro Ciuffenna"
rz.181,IT,"Elsa @ Poggibonsi",43.4715,11.1288,cm,65,100,None,"Elsa / Cascata del Diborrato - Ponte di Spugna"
rz.182,IT,"Farma @ Petriolo",43.0793,11.2997,cm,30,55,None,"Farma / Ponte SP73 - Bagni di Petriolo"
rz.183,IT,"Fiora @ Pitigliano",42.593498,11.5997,cm,85,None,None,"Fiora / Manciano - Ponte S.Pietro"
rz.184,IT,"Frigido @ Canevara",44.0583,10.1681,cm,-20,None,None,"Frigido / Forno - Canevara"
rz.186,IT,"Lima @ Ponte di Lucchio",44.043598,10.7198,cm,135,160,180,"Lima / Alta Superiore (Ponte Sospeso - Centrale di Lucchio) | Lima / Media (Ponte Nero - Ponte militare di Cevoli) | Lima / Alta Inferiore (Centrale di Lucchio - Ponte Maggio) | Lima / Strette di Cocciglia (Diga di Giardinetto - Ponte Nero)"
rz.187,IT,"Magra @ Piccatello",44.384102,9.8834,cm,100,None,None,"Civasola / 1° ponte verso Gravagna - Confluenza Magra | Magra / Altissimo (Groppodalosio - Molinello) | Magra / Alto (Molinello - Ospedale)"
rz.188,IT,"Magra @ S.Giustina",44.361698,9.8967,cm,180,None,None,"Caprio / Rocca Sigillina - Caprio | Gordana / Noce - Lago Artificiale | Mangiola / Centralina - Ponte di Mulazzo"
rz.189,IT,"Merse @ Montepescini",43.097198,11.3269,cm,-30,-10,None,"Merse / Bassa (Ponte di Macereto - Montepescini)"
rz.19,IT,"Passirio/Passer @ Merano/Meran",46.683998,11.1772,m³/s,18,35,None,"Passirio/Passer / Slalom Città / Städte | Passirio/Passer / Merano Città / Meran | Passirio/Passer / Gole / Passerschlucht | Passirio/Passer / Quellenhof - Rifiano/Riffianer Sportplatz | Passirio/Passer / Hinterpasseier (Gomion - San Leonardo) | Passirio/Passer / Gilfklamm | Passirio/Passer / San Leonardo/St.Leonhard - San Martino/St.Martin"
rz.190,IT,"Merse @ Montieri",43.121201,11.0579,cm,35,50,None,"Merse / Alta (S.Galgano - Brenna)"
rz.193,IT,"Orcia @ Monte Amiata Scalo",42.9758,11.5469,cm,60,110,None,"Orcia / Bagno Vignoni - Monte Amiata Scalo"
rz.195,IT,"Pavone @ S.Dalmazio",43.253502,10.9436,cm,85,100,None,"Pavone / Montecastelli - Berignone"
rz.196,IT,"Santerno @ Firenzuola",44.1521,11.4543,cm,65,90,None,"Santerno / Moraduccio - Castel del Rio | Diaterna / Peglio - Confluenza Santerno | Santerno / Gole (Scheggianico - Moraduccio) | Veccione / Badia Moscheta -  Confluenza Rovigo | Rovigo / Confluenza Veccione -  Confluenza Santerno"
rz.197,IT,"Serchio @ Calavorno",44.019798,10.5351,cm,None,None,None,"Serchio / Campia - Borgo a Mozzano | Turrite Cava / Fabbriche di Vallico - Bacino Enel"
rz.198,IT,"Serchio @ Ponte di Campia",44.090099,10.4528,cm,-50,-25,None,"Serchio / Castenuovo - Campia"
rz.199,IT,"Sieve @ Dicomano",43.886101,11.5254,cm,35,70,None,"Sieve / Valdisieve Monte (Dicomano - Rufina) | Comano / San Godenzo - Carbonile"
rz.2,IT,"Orta @ Musellaro (PE)",42.193802,13.9601,cm,None,None,None,"Orta / Caramanico Terme - Musellaro | Orta / Musellaro - Bolognano"
rz.20,IT,"Rienza/Rienz @ Vandoies/Vintl",46.815601,11.7082,m³/s,None,None,None,"Rienza/Rienz / Gole Basse / Untere Rienzschlucht | Rienza/Rienz / Gole Alte / Obere Rienzschlucht | Rienza/Rienz / Casteldarne/Ehreburg - Lago/Stausee"
rz.200,IT,"Sieve @ Fornacina2",43.801201,11.4676,cm,70,110,None,"Sieve / Valdisieve Valle (Rufina - Pontassieve)"
rz.201,IT,"Sieve @ S.Piero a Sieve-Sieve",43.965099,11.328,cm,90,105,None,"Sieve / Altissima (Bilancino - Borgo San Lorenzo) | Sieve / Borgo San Lorenzo - Dicomano"
rz.202,IT,"Taverone @ Licciana Nardi",44.242699,10.0034,cm,120,None,None,"Osca / Ponte Medievale - Tresana | Taverone di Tavernelle / Tavernelle - Bivio di Comano | Taverone / Comano - Crespiano"
rz.205,IT,"Avisio @ Lavis",46.1381,11.1186,cm,None,None,None,"Avisio / Basso (Pozzolago - Lavis)"
rz.206,IT,"Avisio @ Molina di Fiemme",46.271099,11.4231,cm,45,60,85,"Avisio / Panchià - Roncosogno | Avisio / Masi di Cavalese - Lago di Stramentizzo"
rz.207,IT,"Avisio @ Prà",46.189602,11.2509,cm,60,None,100,"Avisio / Gole (Frazione di Pradel - Faver)"
rz.208,IT,"Avisio @ Predazzo",46.310101,11.5959,cm,65,75,90,"Avisio / Alto (Moena - Predazzo)"
rz.209,IT,"Fersina @ Trento",46.043999,11.118,cm,15,30,45,"Fersina / Gola dell'Orco"
rz.21,IT,"Talvera/Talfer @ Bolzano/Bozen",46.5098,11.3502,m³/s,8,12,20,"Talvera/Talfer / Rotonda per Vanga - Galleria 17 | Talvera/Talfer / Bolzano Città / Stadtstrecke Bozen"
rz.211,IT,"Leno di Terragnolo @ Stedileri",45.867699,11.1719,cm,30,40,None,"Leno di Terragnolo / "
rz.213,IT,"Meledrio @ Dimaro",46.327801,10.881,cm,None,None,None,"Meledrio / "
rz.214,IT,"Noce @ Malé",46.347099,10.9138,cm,40,60,None,"Noce / Cusiano - Mezzana | Noce / Monclassico - Ponte Stori | Noce / Gole di Mostizzolo (Ponte Stori - Lago) | Noce / Campo Slalom Mezzana | Noce / Mezzana - Pizzeria Bucaneve | Noce / Pizzeria Bucaneve - Monclassico"
rz.215,IT,"Noce @ Mezzolombardo",46.193699,11.1034,cm,50,60,None,"Noce / Spot Mezzocorona"
rz.216,IT,"Rabbies @ San Bernardo di Rabbi",46.4002,10.8445,cm,None,33,None,"Rabbies / Tassè - Pondasio"
rz.218,IT,"Sarca @ Sarche",46.033001,10.9465,cm,30,60,None,"Sarca / Basso delle Marocche (Pietramurata - Gagiolo) | Sarca / Basso delle Marocche (Centrale Enel - Dro) | Sarca / Medio (Terme di Comano - Villa Banale)"
rz.219,IT,"Sarca @ Spiazzo",46.1022,10.739,cm,60,100,120,"Sarca / Alto (Strembo - Tione)"
rz.22,IT,"Mingardo @ Alfano",40.174999,15.4311,cm,95,120,160,"Faraone / Rofrano - Alfano"
rz.220,IT,"Travignolo @ Predazzo",46.308399,11.6013,cm,None,None,None,"Travignolo / Alto / Illegale"
rz.221,IT,"Vanoi @ Caoria",46.197498,11.6703,m³/s,7,13,None,"Vanoi / Basso (Canal San Bovo - Moline) | Vanoi / Alto (Ponte Serrai - Centralina) | Vanoi / Altissimo (Refavaie - Chiesa del Pront) | Vanoi / Medio (Centralina - Caoria)"
rz.222,IT,"Vermigliana @ Vermiglio",46.290298,10.6841,cm,25,33,None,"Vermigliana / Vermiglio - Fucine"
rz.223,IT,"Adige @ Verona",45.4426,11.0015,m³/s,50,230,None,"Adige/Etsch / Chievo - Ponte della Ferrovia | Adige/Etsch / Spot Ponte della Ferrovia | Adige/Etsch / Slalom Chievo"
rz.224,IT,"Astico @ Lugo di Vicenza",45.740398,11.5233,cm,15,40,None,"Astico / Piovene Rocchette - Lugo"
rz.225,IT,"Astico @ Pedescala",45.8447,11.3673,cm,48,55,65,"Astico / Alto (Buse - Busatti)"
rz.227,IT,"Boite @ Cancia",46.431198,12.2221,cm,10,20,None,"Boite / Classico (Cortina - San Vito di Cadore) | Boite / Spiaggia Verde - Cadin di Sotto | Boite / Canyon (Vodo - Valle di Cadore)"
rz.228,IT,"Brenta @ Barzizza",45.777401,11.7305,cm,82,100,None,"Brenta / Spot Valstagna | Brenta / Spot Ponte Nuovo | Brenta / Campo Slalom Valstagna | Brenta / San Gaetano - Contarini"
rz.229,IT,"Cordevole @ Ponte Mas",46.154301,12.1252,cm,20,None,140,"Cordevole / Ponte Mas - Bribano | Mis / Piz - Bribano | Ardo / Brent de l'Art - Farra | Limana / "
rz.230,IT,"Piave @ Ponte della Lasta",46.537601,12.5216,cm,65,None,None,"Piave / Santo Stefano - Ponte della Lasta"
rz.231,IT,"Tesina @ Bolzano Vicentino",45.600899,11.6209,cm,190,None,None,"Tesina / Spot Bolzano Vicentino | Tesina / Spot Quinto Vicentino"
